customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01006,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.99,1235.26,No
CUST-01007,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,50.26,1303.84,No
CUST-01008,Female,0,No,Yes,55,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,98.34,5454.62,No
CUST-01009,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.5,1320.0,No
CUST-01010,Male,1,Yes,No,46,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),80.11,3677.4,No
CUST-01011,Female,0,No,No,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),68.65,3791.47,No
CUST-01012,Male,1,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.54,802.58,No
CUST-01013,Male,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.47,1350.95,No
CUST-01014,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,89.45,1572.35,No
CUST-01015,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.37,2502.42,No
CUST-01016,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.3,1689.41,Yes
CUST-01017,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),91.68,654.75,No
CUST-01018,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.66,4575.79,Yes
CUST-01019,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.95,459.63,No
CUST-01020,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),85.25,1331.42,No
CUST-01021,Male,1,Yes,No,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),51.17,2836.1,No
CUST-01022,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.34,1189.92,Yes
CUST-01023,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,92.9,5863.41,No
CUST-01024,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.84,179.52,Yes
CUST-01025,Male,0,No,Yes,33,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.69,2583.81,Yes
CUST-01026,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,81.9,354.05,No
CUST-01027,Male,0,No,Yes,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),64.6,264.93,No
CUST-01028,Female,0,No,No,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.44,3864.5,No
CUST-01029,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),56.32,224.21,No
CUST-01030,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,90.29,5862.77,Yes
CUST-01031,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),53.25,2237.22,No
CUST-01032,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,93.64,3262.44,No
CUST-01033,Male,0,No,No,67,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.44,5977.4,No
CUST-01034,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),82.79,2270.92,No
CUST-01035,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.12,1894.4,No
CUST-01036,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,68.91,1949.73,No
CUST-01037,Male,0,No,No,47,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),52.05,2414.69,No
CUST-01038,Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.2,3696.43,No
CUST-01039,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.06,797.65,No
CUST-01040,Female,1,Yes,Yes,20,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.54,1265.12,No
CUST-01041,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,57.67,3709.0,No
CUST-01042,Male,1,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.18,1034.56,No
CUST-01043,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,1113.48,No
CUST-01044,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),100.87,3117.45,Yes
CUST-01045,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,89.37,1232.07,No
CUST-01046,Male,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,64.39,4369.86,Yes
CUST-01047,Female,1,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.92,993.41,No
CUST-01048,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.37,1576.42,Yes
CUST-01049,Male,1,No,Yes,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.36,5403.16,No
CUST-01050,Female,1,No,Yes,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),57.94,6.63,No
CUST-01051,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.75,6590.5,No
CUST-01052,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),87.15,3669.65,No
CUST-01053,Female,0,No,No,43,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,48.43,2092.64,No
CUST-01054,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,86.06,0.0,Yes
CUST-01055,Female,0,Yes,Yes,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.63,828.5,Yes
CUST-01056,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,66.51,3474.35,No
CUST-01057,Female,1,No,No,40,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.06,2011.36,No
CUST-01058,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.09,197.61,No
CUST-01059,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.77,4653.68,Yes
CUST-01060,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),97.16,5211.18,No
CUST-01061,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1794.3,No
CUST-01062,Male,1,No,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.9,4340.65,No
CUST-01063,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),71.98,5126.76,No
CUST-01064,Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.01,3191.77,Yes
CUST-01065,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),56.08,884.94,No
CUST-01066,Female,1,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,84.01,5847.05,Yes
CUST-01067,Female,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1217.38,No
CUST-01068,Male,0,No,No,33,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.7,2427.52,No
CUST-01069,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,579.45,No
CUST-01070,Female,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.4,1417.29,No
CUST-01071,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.99,5.1,Yes
CUST-01072,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,59.83,1329.94,No
CUST-01073,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.38,3555.18,No
CUST-01074,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,874.5,No
CUST-01075,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.28,3712.73,No
CUST-01076,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,58.12,1564.36,No
CUST-01077,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.12,3529.57,Yes
CUST-01078,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,89.84,4218.1,No
CUST-01079,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.58,2027.22,Yes
CUST-01080,Female,0,No,No,68,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.57,4935.66,No
CUST-01081,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,74.63,463.38,No
CUST-01082,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),89.27,4561.09,Yes
CUST-01083,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.99,5004.54,No
CUST-01084,Male,1,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.68,954.2,No
CUST-01085,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.87,2441.42,No
CUST-01086,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.65,1687.97,No
CUST-01087,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.33,1120.15,No
CUST-01088,Female,0,No,No,39,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,64.54,2491.77,No
CUST-01089,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.35,5175.3,No
CUST-01090,Female,0,No,Yes,33,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),51.07,1696.71,No
CUST-01091,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,169.3,No
CUST-01092,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.75,770.85,No
CUST-01093,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),63.25,423.64,No
CUST-01094,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,89.26,6091.96,No
CUST-01095,Male,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,3297.37,Yes
CUST-01096,Female,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.91,346.52,No
CUST-01097,Female,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.94,2621.96,Yes
CUST-01098,Male,1,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,85.13,3290.51,Yes
CUST-01099,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,59.72,2226.76,No
CUST-01100,Male,0,No,No,43,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),67.42,2874.08,No
CUST-01101,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.21,1207.64,No
CUST-01102,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.56,4048.09,No
CUST-01103,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.81,1732.02,No
CUST-01104,Male,1,No,Yes,17,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,62.22,1061.29,No
CUST-01105,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.68,1488.34,No
CUST-01106,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,92.54,4375.94,No
CUST-01107,Female,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,51.83,75.94,Yes
CUST-01108,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.74,2881.66,No
CUST-01109,Male,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),68.73,565.6,Yes
CUST-01110,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,79.02,155.96,Yes
CUST-01111,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),88.12,1143.35,No
CUST-01112,Male,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,326.51,Yes
CUST-01113,Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.43,469.14,No
CUST-01114,Male,0,Yes,No,60,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,65.71,3946.84,No
CUST-01115,Male,0,No,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.14,2249.61,No
CUST-01116,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.74,925.21,No
CUST-01117,Female,0,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,57.4,3608.04,No
CUST-01118,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.26,6253.38,No
CUST-01119,Male,1,No,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),84.44,4970.87,Yes
CUST-01120,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,241.34,No
CUST-01121,Male,0,No,No,54,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.27,4246.89,Yes
CUST-01122,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.96,1494.32,No
CUST-01123,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.82,8.67,Yes
CUST-01124,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),81.4,5131.2,No
CUST-01125,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.21,4377.98,No
CUST-01126,Female,1,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,86.84,5295.92,No
CUST-01127,Female,0,No,No,28,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.17,1780.95,No
CUST-01128,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.77,907.74,Yes
CUST-01129,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.16,4917.6,Yes
CUST-01130,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),71.69,3215.38,No
CUST-01131,Female,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,942.02,No
CUST-01132,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,314.77,Yes
CUST-01133,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,97.41,1163.51,Yes
CUST-01134,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),86.68,5626.04,No
CUST-01135,Male,0,Yes,Yes,37,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),44.17,1645.58,No
CUST-01136,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.0,3536.03,Yes
CUST-01137,Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.96,5144.52,No
CUST-01138,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.83,2879.84,No
CUST-01139,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.63,378.6,No
CUST-01140,Female,0,Yes,Yes,65,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.82,4174.84,No
CUST-01141,Male,0,No,No,52,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,62.94,3279.21,No
CUST-01142,Female,0,Yes,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,59.89,2872.16,No
CUST-01143,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.44,6512.29,No
CUST-01144,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,53.07,905.09,No
CUST-01145,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,87.5,2282.34,No
CUST-01146,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,54.61,109.18,Yes
CUST-01147,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.26,1790.47,No
CUST-01148,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.48,2875.89,No
CUST-01149,Female,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.29,711.23,No
CUST-01150,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.88,681.05,No
CUST-01151,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,72.27,4277.3,No
CUST-01152,Male,0,No,Yes,35,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,67.64,2365.87,No
CUST-01153,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.12,740.08,No
CUST-01154,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.67,6102.84,Yes
CUST-01155,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),100.81,3544.37,No
CUST-01156,Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.92,5077.87,No
CUST-01157,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.39,294.95,No
CUST-01158,Male,1,No,No,62,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,66.22,4113.16,No
CUST-01159,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.69,3794.55,No
CUST-01160,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,102.04,5518.0,No
CUST-01161,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.19,6288.82,Yes
CUST-01162,Female,1,No,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.22,2869.67,Yes
CUST-01163,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.47,923.65,No
CUST-01164,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.66,4975.05,Yes
CUST-01165,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.06,1400.36,No
CUST-01166,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.44,1017.81,No
CUST-01167,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),85.91,4274.04,Yes
CUST-01168,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,50.89,No
CUST-01169,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.09,5942.39,No
CUST-01170,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.66,4560.43,Yes
CUST-01171,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,82.08,901.7,Yes
CUST-01172,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.34,416.35,No
CUST-01173,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.86,1618.41,No
CUST-01174,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.86,1933.32,No
CUST-01175,Male,1,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),74.97,4812.92,No
CUST-01176,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.42,726.52,No
CUST-01177,Male,0,No,No,30,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,82.17,2492.84,No
CUST-01178,Male,0,No,No,56,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),87.41,4914.42,No
CUST-01179,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),74.69,1998.95,No
